"","TCGA-DA-A3F2-06A-11R-A20F-07","TCGA-EE-A2GS-06A-12R-A18S-07","TCGA-EE-A3JI-06A-11R-A21D-07","TCGA-FR-A3YN-06A-11R-A239-07","TCGA-GF-A3OT-06A-23R-A239-07","TCGA-GN-A4U4-06A-11R-A32P-07","TCGA-GN-A4U9-06A-11R-A32P-07","TCGA-GN-A8LK-06A-11R-A37K-07","TCGA-GN-A8LN-01A-11R-A37K-07","TCGA-QB-AA9O-06A-11R-A39D-07","TCGA-WE-A8K5-06A-11R-A37K-07","TCGA-WE-A8ZN-06A-11R-A37K-07","TCGA-WE-AAA0-06A-11R-A38C-07"
"ENSG00000234231.4",1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000234232.7",4,0,3,6,0,0,0,1,1,1,1,2,3
"ENSG00000234233.1",0,0,0,31,0,13,68,14,3,22,3,7,55
"ENSG00000234234.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234235.1",0,0,1,0,0,1,0,1,0,1,0,1,1
"ENSG00000234238.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234239.1",0,0,4,0,0,0,1,0,0,0,0,0,0
"ENSG00000234241.1",0,25,14,5,7,4,3,4,6,0,5,1,4
"ENSG00000234244.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234247.1",0,1,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000234253.1",1,0,9,0,0,3,1,2,1,1,6,1,2
"ENSG00000234255.9",0,4,3,5,0,0,5,1,1,0,2,0,0
"ENSG00000234256.2",0,0,0,0,0,0,0,0,3,0,0,0,0
"ENSG00000234257.1",0,0,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000234259.3",0,6,0,0,0,1,2,2,2,0,1,1,0
"ENSG00000234261.4",13,31,26,10,1,3,70,7,2,17,8,5,8
"ENSG00000234262.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234263.2",4,0,2,2,6,3,3,1,1,5,2,2,7
"ENSG00000234264.1",0,26,2,1,7,2,3,0,3,0,2,0,4
"ENSG00000234265.2",0,1,1,3,7,0,2,0,1,0,0,0,0
"ENSG00000234267.3",0,0,0,0,0,1,0,0,13,0,0,0,0
"ENSG00000234268.1",7,10,22,9,3,12,8,7,11,1,12,14,3
"ENSG00000234269.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234270.1",0,1,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000234271.1",0,1,2,3,0,0,2,0,3,0,0,0,0
"ENSG00000234272.1",0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000234273.1",0,0,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000234274.1",0,0,0,0,1,0,3,0,2,0,0,0,0
"ENSG00000234275.4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234276.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234277.3",0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000234278.3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234279.2",0,0,0,0,1,0,3,0,0,0,0,0,0
"ENSG00000234281.5",0,13,38,18,5,6,29,1,13,46,14,2,7
"ENSG00000234282.1",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000234283.1",0,6,0,38,20,0,30,0,0,2,1,0,2
"ENSG00000234284.7",23,317,200,25,49,73,613,156,68,60,36,39,78
"ENSG00000234285.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234286.1",4,7,0,3,3,1,0,0,0,6,0,2,6
"ENSG00000234287.1",10,36,54,21,8,36,50,22,23,16,37,23,13
"ENSG00000234288.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234289.6",0,0,1,2,0,0,2,3,0,0,1,0,1
"ENSG00000234290.2",7,32,75,45,11,37,70,2,58,11,98,11,49
"ENSG00000234292.3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234293.1",0,0,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000234296.1",0,0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000234297.2",0,0,11,2,4,2,2,2,1,1,1,0,1
"ENSG00000234300.1",0,0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000234303.3",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234304.2",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000234306.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234308.3",0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000234309.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234311.1",3,61,3,0,2,12,0,0,2,1,2,0,1
"ENSG00000234312.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234315.1",0,0,3,1,0,0,0,0,0,0,0,0,1
"ENSG00000234318.1",0,1,1,5,1,1,3,1,128,0,1,0,1
"ENSG00000234319.1",0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000234322.1",1,6,18,7,2,6,2,4,10,7,10,2,3
"ENSG00000234323.8",0,36,23,347,1,41,5,21,126,18,131,22,654
"ENSG00000234324.1",0,0,11,3,0,0,0,0,5,0,1,4,1
"ENSG00000234325.1",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000234327.8",15,127,69,47,53,61,118,253,122,63,305,68,26
"ENSG00000234329.1",0,23,39,42,8,27,15,4,12,1,4,5,11
"ENSG00000234332.1",0,0,4,4,0,1,0,0,1,1,4,0,5
"ENSG00000234333.2",0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000234335.1",4,6,51,6,2,17,14,10,5,8,18,27,10
"ENSG00000234336.7",0,19,3,43,8,9,5,15,7,9,33,2,24
"ENSG00000234337.4",3,6,26,4,5,14,3,12,6,0,9,1,7
"ENSG00000234338.1",0,17,21,17,9,5,103,14,19,1,6,2,5
"ENSG00000234340.1",0,0,0,1,0,1,0,0,0,1,0,0,0
"ENSG00000234345.2",1,4,0,14,0,2,7,2,10,0,0,1,2
"ENSG00000234349.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234350.5",0,7,32,55,2,5,26,7,15,0,6,4,3
"ENSG00000234352.9",0,1,0,0,0,3,4,0,0,33,5,0,1
"ENSG00000234353.2",1,6,16,19,1,8,21,8,9,7,28,8,26
"ENSG00000234354.3",2,4,11,3,6,2,2,3,1,0,3,7,3
"ENSG00000234355.3",0,0,1,0,0,0,1,0,1,0,0,0,1
"ENSG00000234356.1",0,1,1,1,0,1,0,0,0,0,0,0,1
"ENSG00000234358.1",0,2,5,0,1,0,0,0,0,0,1,1,1
"ENSG00000234359.3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234360.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234361.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234362.6",6,56,8,9,2,0,12,2,11,10,48,8,9
"ENSG00000234363.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000234367.1",1,0,6,2,0,3,2,0,0,0,1,1,0
"ENSG00000234369.1",0,2,5,2,3,1,1,4,2,1,2,0,4
"ENSG00000234371.6",2,1,11,5,1,1,3,1,3,0,1,7,0
"ENSG00000234373.1",0,0,1,20,18,1,12,0,0,5,3,5,3
"ENSG00000234376.4",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234377.7",0,20,81,13,0,32,13,20,12,0,31,2,2
"ENSG00000234378.1",0,0,0,1,7,0,0,0,0,0,0,0,0
"ENSG00000234379.1",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000234380.2",30,507,408,11,221,0,40,0,27,36,25,17,3
"ENSG00000234381.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234382.2",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000234383.1",0,12,29,42,13,12,7,2,17,2,14,5,18
"ENSG00000234384.1",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000234385.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234386.4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234387.1",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000234388.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234389.1",0,0,4,3,0,3,0,0,0,0,0,2,2
"ENSG00000234390.4",14,68,108,256,32,36,106,70,113,24,76,6,49
"ENSG00000234391.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234393.1",1,11,9,12,4,3,4,2,1,4,3,1,9
"ENSG00000234394.8",0,0,1,0,0,0,1,0,1,0,0,0,0
"ENSG00000234396.3",0,2,4,1,0,6,1,0,6,0,1,0,0
"ENSG00000234397.3",2,2,7,3,3,4,2,14,2,1,6,6,1
"ENSG00000234398.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234399.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234402.1",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234404.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234405.2",7,20,18,34,36,7,91,7,24,18,14,5,16
"ENSG00000234406.1",0,0,0,0,0,0,0,1,1,0,0,0,0
"ENSG00000234409.7",5,1,23,8,103,12,51,23,188,13,36,6,43
"ENSG00000234413.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234414.7",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234415.1",0,0,1,0,0,0,0,1,0,0,0,0,0
"ENSG00000234418.2",0,0,2,13,0,2,3,1,19,2,1,0,2
"ENSG00000234419.1",0,0,2,1,0,0,0,0,1,0,1,1,0
"ENSG00000234420.7",65,788,3001,529,166,1365,1116,446,2528,711,645,240,984
"ENSG00000234421.2",0,0,1,0,0,1,1,0,1,0,0,0,0
"ENSG00000234422.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234423.2",0,1,0,0,0,0,5,3,1,0,1,0,2
"ENSG00000234424.2",0,0,3,2,1,2,2,1,2,0,0,0,1
"ENSG00000234425.1",0,1,1,1,1,1,1,0,1,1,2,0,0
"ENSG00000234426.3",0,320,0,0,0,10,0,0,371,0,1,0,20
"ENSG00000234427.1",0,2,0,0,1,0,0,0,1,1,0,0,0
"ENSG00000234428.2",0,1,0,1,5,3,5,2,1,1,4,4,2
"ENSG00000234429.1",0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000234431.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234432.4",21,25,35,40,17,5,13,1,11,2,28,8,16
"ENSG00000234435.3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234436.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234438.5",0,3,0,0,0,0,1,0,1,0,3,0,0
"ENSG00000234439.1",0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000234441.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234442.4",1,11,0,0,0,0,346,0,0,0,0,0,0
"ENSG00000234444.10",75,868,444,59,168,614,3788,409,105,325,742,129,301
"ENSG00000234445.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234446.3",0,1,0,83,0,0,0,2,1,0,0,11,0
"ENSG00000234448.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234450.1",0,0,6,5,1,1,20,4,23,2,2,2,3
"ENSG00000234451.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234452.5",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234455.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234456.8",91,3521,6737,3731,1269,2233,51,870,4031,1232,2774,573,701
"ENSG00000234457.1",0,0,0,1,1,0,0,0,1,0,0,0,0
"ENSG00000234458.4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234459.1",0,0,1,1,0,6,8,0,2,0,6,0,1
"ENSG00000234460.2",1,2,30,0,1,41,0,17,0,0,15,0,0
"ENSG00000234463.1",0,0,0,0,0,0,1,0,0,0,1,0,0
"ENSG00000234464.2",0,0,0,2,0,0,0,0,0,1,0,1,2
"ENSG00000234465.11",105,51,26,15,39,19,53,27,28,410,43,50,341
"ENSG00000234466.1",0,1,1,0,0,0,2,0,0,0,0,1,0
"ENSG00000234467.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234469.4",0,7,0,9,0,0,5,0,7,0,1,0,1
"ENSG00000234471.1",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000234473.1",0,2,3,14,0,2,10,1,3,1,3,1,2
"ENSG00000234474.3",0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSG00000234476.3",9,96,1,3,1,3,3,83,0,366,0,19,13
"ENSG00000234477.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000234478.1",0,6,9,8,1,6,9,5,10,1,6,0,4
"ENSG00000234479.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234480.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234481.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234484.1",0,0,1,0,0,0,0,0,0,0,0,0,2
"ENSG00000234485.5",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234488.1",1,0,19,1,0,0,0,0,2,1,1,1,1
"ENSG00000234489.1",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000234491.1",0,2,10,0,1,2,4,0,2,0,1,3,1
"ENSG00000234492.4",3,6,25,126,6,32,20,12,29,3,2,5,20
"ENSG00000234493.4",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000234494.7",13,178,236,411,76,190,74,27,165,54,85,33,59
"ENSG00000234496.2",0,0,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000234497.5",0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000234498.3",97,356,371,105,125,164,155,105,82,80,99,117,103
"ENSG00000234500.1",3,8,21,12,7,5,23,5,42,8,23,12,17
"ENSG00000234502.2",0,0,2,1,1,2,0,0,0,0,0,0,0
"ENSG00000234503.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234504.2",0,0,0,1,1,1,1,0,3,0,2,0,0
"ENSG00000234506.5",0,3,4,2,1,0,2,0,3,2,1,2,4
"ENSG00000234509.1",0,4,10,22,1,3,2,5,4,1,2,0,8
"ENSG00000234511.10",6,6,126,15,4,5,26,2,386,9,62,0,8
"ENSG00000234512.1",2,0,0,0,0,0,10,0,1,0,0,0,0
"ENSG00000234513.1",4,9,15,9,2,8,1,3,2,4,2,12,2
"ENSG00000234515.1",1,0,4,5,0,0,0,0,2,0,0,0,3
"ENSG00000234518.2",28,143,442,269,178,150,124,22,165,73,173,62,165
"ENSG00000234519.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234520.6",0,0,0,0,1,0,0,0,6,0,0,0,0
"ENSG00000234521.2",0,1,1,10,1,1,0,0,0,1,0,0,0
"ENSG00000234522.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234523.1",0,0,2,4,2,2,1,0,9,0,1,0,0
"ENSG00000234524.1",0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000234527.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234529.2",0,0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000234534.1",0,0,2,9,3,1,0,0,0,0,0,0,1
"ENSG00000234535.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234537.1",2,0,0,14,1,1,20,3,7,2,1,0,2
"ENSG00000234538.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234540.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234541.2",0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000234542.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234544.2",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000234545.8",19,283,1023,742,458,603,1090,198,353,135,613,64,157
"ENSG00000234546.4",23,53,160,181,34,178,45,49,76,37,47,39,11
"ENSG00000234548.7",0,0,0,1,0,0,1,0,1,0,0,0,0
"ENSG00000234551.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234553.1",2,1,0,0,0,0,2,0,3,0,2,0,0
"ENSG00000234556.1",0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000234557.2",1,3,2,3,0,0,1,0,2,1,1,0,1
"ENSG00000234558.1",0,1,12,1,1,4,1,1,2,0,2,0,1
"ENSG00000234559.1",1,0,1,0,0,1,0,0,0,0,0,1,0
"ENSG00000234560.4",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234562.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234564.1",0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000234565.1",0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000234566.1",0,0,3,0,0,2,0,1,0,0,1,2,1
"ENSG00000234567.1",0,2,0,0,0,0,31,0,0,0,0,0,0
"ENSG00000234568.3",4,2,0,2,1,0,2,0,0,1,0,2,1
"ENSG00000234569.1",0,1,2,0,0,0,0,1,0,2,1,0,0
"ENSG00000234570.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234571.2",4,3,0,13,1,0,2,0,6,1,3,1,0
"ENSG00000234572.1",0,1,0,1,0,2,2,0,2,0,0,0,2
"ENSG00000234573.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234575.2",0,8,80,0,0,102,0,26,1,1,24,0,2
"ENSG00000234576.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234577.1",0,1,1,3,0,0,0,4,1,0,1,0,0
"ENSG00000234578.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234579.1",0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000234580.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234583.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234584.1",0,1,27,16,8,2,6,3,10,6,4,1,3
"ENSG00000234585.6",9,93,200,122,57,113,805,101,190,81,433,42,63
"ENSG00000234586.2",0,6,0,0,0,9,0,0,19,0,0,0,0
"ENSG00000234587.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234588.1",0,2,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000234589.4",4,27,63,2,4,16,10,15,7,9,15,13,10
"ENSG00000234590.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234592.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234593.3",0,1,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000234594.1",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000234595.1",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000234597.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234601.1",0,0,0,0,0,0,7,0,2,0,0,0,1
"ENSG00000234602.9",0,24,26,37,4,109,10,68,3,83,13,12,142
"ENSG00000234604.2",0,6,14,2,1,34,0,4,5,0,4,1,5
"ENSG00000234607.2",0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000234608.8",235,1309,633,778,512,1347,1271,932,740,499,1095,317,885
"ENSG00000234611.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234612.1",0,1,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000234613.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234614.1",7,15,21,318,4,15,12,2,12,32,33,1,17
"ENSG00000234616.9",664,2413,2864,2014,1222,6233,2588,820,2570,581,3829,639,1738
"ENSG00000234617.2",5,10,60,11,3,10,20,9,47,4,19,3,19
"ENSG00000234618.1",7,35,50,60,16,39,30,27,39,21,56,21,33
"ENSG00000234619.1",0,3,11,1,4,1,2,1,1,0,4,1,0
"ENSG00000234620.1",0,0,0,0,1,0,1,1,0,0,0,0,0
"ENSG00000234622.6",1,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234622.6_PAR_Y",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234624.2",1,2,3,1,1,2,0,0,0,0,5,3,0
"ENSG00000234625.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234626.2",0,1,2,2,0,0,0,0,1,1,1,0,0
"ENSG00000234627.3",0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234629.1",0,0,4,0,0,0,0,0,0,0,0,0,0
"ENSG00000234630.1",0,18,35,11,6,51,9,9,30,0,2,2,6
"ENSG00000234632.1",0,0,2,0,0,0,0,0,0,0,1,0,0
"ENSG00000234634.2",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234636.2",7,28,31,15,8,7,5,4,17,10,13,5,16
"ENSG00000234637.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234638.1",0,0,0,0,0,0,4,0,1,0,0,0,0
"ENSG00000234639.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234640.1",0,0,0,0,0,0,6,0,0,0,0,0,0
"ENSG00000234644.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234645.3",2,10,41,6,5,21,3,8,2,2,14,2,1
"ENSG00000234646.7",0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000234647.2",0,3,0,0,4,0,1,0,0,0,0,0,0
"ENSG00000234648.1",31,87,209,38,21,163,30,45,207,73,153,58,42
"ENSG00000234650.6",0,2,5,2,0,1,0,1,0,0,1,1,0
"ENSG00000234652.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234653.1",0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000234655.3",0,0,1,0,0,0,0,0,0,0,0,2,0
"ENSG00000234658.1",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000234660.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234661.2",0,59,0,33,0,63,0,1,56,4,15,4,11
"ENSG00000234663.7",33,12,20,26,19,5,51,1,5,18,19,15,17
"ENSG00000234664.1",12,67,47,15,3,36,38,24,24,8,91,11,29
"ENSG00000234665.9",0,3,2,1,1,14,59,15,0,0,7,0,0
"ENSG00000234667.2",0,0,0,1,0,0,0,1,0,0,0,0,7
"ENSG00000234670.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234671.1",0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000234675.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234676.1",0,1,1,5,4,1,4,2,1,1,0,0,6
"ENSG00000234677.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234678.2",2,48,62,41,7,113,182,55,127,8,121,53,58
"ENSG00000234680.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234682.1",0,0,0,0,0,2,1,0,2,0,0,0,0
"ENSG00000234683.1",0,0,4,0,0,0,1,0,0,0,0,0,0
"ENSG00000234684.7",17,181,276,362,64,110,309,48,268,11,53,36,192
"ENSG00000234685.1",0,1,2,0,0,0,6,0,1,0,0,0,0
"ENSG00000234686.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234688.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000234690.7",0,6,1,0,0,1,116,0,3,1,5,4,4
"ENSG00000234692.1",0,0,0,0,0,0,9,0,0,0,0,0,1
"ENSG00000234693.1",0,0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000234694.1",4,21,22,47,9,54,15,62,9,20,16,16,20
"ENSG00000234695.1",0,10,0,8,0,1,18,0,2,4,0,2,1
"ENSG00000234696.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234698.1",0,0,0,1,3,0,2,0,1,0,1,0,1
"ENSG00000234699.1",17,2,1,11,2,0,8,1,4,6,1,8,24
"ENSG00000234700.1",0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000234701.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234702.1",1,1,2,0,0,1,0,0,0,0,1,0,1
"ENSG00000234703.1",0,0,0,0,0,0,0,0,0,1,13,0,0
"ENSG00000234705.2",8,9,12,4,1,3,0,2,2,6,4,21,10
"ENSG00000234706.1",0,1,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000234707.3",2,1,0,4,1,1,43,7,1,0,1,0,0
"ENSG00000234709.2",0,19,14,25,6,8,3,7,13,3,4,0,19
"ENSG00000234710.2",1,1,0,0,0,0,28,0,0,0,0,0,0
"ENSG00000234711.1",0,0,0,0,0,0,0,4,0,1,0,0,0
"ENSG00000234712.1",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234713.3",0,4,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000234714.1",0,0,0,0,1,0,1,0,0,0,0,0,1
"ENSG00000234715.2",0,0,0,2,0,0,5,0,0,0,0,0,0
"ENSG00000234716.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234717.2",0,0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000234718.7",1,0,3,6,1,0,1,0,0,0,3,1,2
"ENSG00000234719.9",3,5,47,46,12,5,17,9,24,6,6,81,47
"ENSG00000234720.3",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234721.3",0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000234722.5",3,7047,1,15,0,200,2601,0,2887,14,0,0,0
"ENSG00000234723.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234724.1",0,0,0,0,0,0,2,0,1,0,0,1,0
"ENSG00000234726.1",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234730.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234731.2",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234732.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234735.1",0,0,3,0,0,0,1,0,0,0,0,0,0
"ENSG00000234736.6",0,0,0,1,0,0,0,0,0,0,1,0,0
"ENSG00000234737.1",0,1,0,0,0,0,2,2,2,0,1,1,0
"ENSG00000234740.1",0,3,10,3,2,2,11,10,4,5,3,0,6
"ENSG00000234741.8",669,17396,57990,13703,4638,58363,24923,2539,12258,3500,27094,5474,17141
"ENSG00000234742.1",12,154,192,55,88,253,98,46,88,39,296,68,104
"ENSG00000234743.1",2,14,16,7,28,7,3,21,2,3,13,10,18
"ENSG00000234744.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234745.12",162126,131457,50717,250138,100534,12217,22729,22234,29323,33138,183662,93686,152012
"ENSG00000234748.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234749.5",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234750.1",0,4,30,2,3,6,4,3,7,1,3,6,4
"ENSG00000234751.1",1,5,15,1,1,0,0,2,6,1,5,2,4
"ENSG00000234752.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234753.5",3,158,105,39,0,37,113,60,83,23,67,15,39
"ENSG00000234754.2",0,11,2,0,0,1,5,1,0,0,3,2,0
"ENSG00000234756.1",1,0,0,0,3,0,0,30,1,0,0,0,24
"ENSG00000234758.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234761.1",0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000234763.3",0,2,6,0,0,0,2,0,0,0,0,0,1
